energy_keV,counts
1.164000000000000000e+03,7.477660487807658285e+01
1.166000000000000000e+03,8.012327343219295983e+01
1.168000000000000000e+03,8.490976357885949710e+01
1.170000000000000000e+03,8.856162101010727383e+01
1.172000000000000000e+03,9.065839146946996152e+01
1.174000000000000000e+03,9.120045729660454015e+01
1.176000000000000000e+03,9.047710043829930271e+01
1.178000000000000000e+03,8.866068749037494001e+01
1.180000000000000000e+03,8.559024362917762119e+01
1.182000000000000000e+03,8.097878965873178458e+01
1.184000000000000000e+03,7.481739813430870356e+01
1.186000000000000000e+03,6.758265789140214963e+01
1.188000000000000000e+03,6.003428788424523077e+01
1.190000000000000000e+03,5.275849738866862282e+01
1.192000000000000000e+03,4.589007233044629430e+01
1.194000000000000000e+03,3.923403145991289875e+01
1.196000000000000000e+03,3.261224154028973743e+01
1.198000000000000000e+03,2.609100712157610502e+01
1.200000000000000000e+03,1.994576503271039769e+01
1.202000000000000000e+03,1.446461286463294726e+01
1.204000000000000000e+03,9.797084031982739916e+00
1.206000000000000000e+03,5.970356104013868404e+00
1.208000000000000000e+03,2.983728924565166807e+00
1.210000000000000000e+03,8.149529009691747206e-01
1.212000000000000000e+03,0.000000000000000000e+00
1.214000000000000000e+03,0.000000000000000000e+00
1.216000000000000000e+03,0.000000000000000000e+00
1.218000000000000000e+03,0.000000000000000000e+00
1.220000000000000000e+03,0.000000000000000000e+00
1.222000000000000000e+03,0.000000000000000000e+00
1.224000000000000000e+03,0.000000000000000000e+00
1.226000000000000000e+03,0.000000000000000000e+00
1.228000000000000000e+03,0.000000000000000000e+00
1.230000000000000000e+03,0.000000000000000000e+00
1.232000000000000000e+03,0.000000000000000000e+00
1.234000000000000000e+03,0.000000000000000000e+00
1.236000000000000000e+03,0.000000000000000000e+00
1.238000000000000000e+03,1.652448963367537438e+00
1.240000000000000000e+03,3.963528255925026222e+00
1.242000000000000000e+03,6.605128395366068439e+00
1.244000000000000000e+03,9.425775741841377453e+00
1.246000000000000000e+03,1.239737696128645084e+01
1.248000000000000000e+03,1.564787943156575345e+01
1.250000000000000000e+03,1.933163434253352975e+01
1.252000000000000000e+03,2.349913131673517341e+01
1.254000000000000000e+03,2.816117337713914637e+01
1.256000000000000000e+03,3.343501933175353003e+01
1.258000000000000000e+03,3.949207771087077390e+01
1.260000000000000000e+03,4.627429114854036385e+01
1.262000000000000000e+03,5.326829393205760255e+01
1.264000000000000000e+03,5.959106812431493694e+01
1.266000000000000000e+03,6.444846894506358126e+01
1.268000000000000000e+03,6.770839521828085594e+01
1.270000000000000000e+03,7.001734965084773421e+01
1.272000000000000000e+03,7.221461013044009292e+01
1.274000000000000000e+03,7.457553717135968441e+01
1.276000000000000000e+03,7.656313685333658725e+01
1.278000000000000000e+03,7.720460051510583810e+01
1.280000000000000000e+03,7.572531650116178525e+01
1.282000000000000000e+03,7.200227002296443857e+01
1.284000000000000000e+03,6.664633587882717336e+01
1.286000000000000000e+03,6.079295681748411084e+01
1.288000000000000000e+03,5.563673459216575878e+01
1.290000000000000000e+03,5.180776980948896693e+01
1.292000000000000000e+03,4.902582595327780979e+01
1.294000000000000000e+03,4.645858178419433671e+01
1.296000000000000000e+03,4.351173525155438426e+01
1.298000000000000000e+03,4.031005141973348316e+01
1.300000000000000000e+03,3.753024041782227727e+01
1.302000000000000000e+03,3.590818982826748140e+01
1.304000000000000000e+03,3.586211828025841442e+01
1.306000000000000000e+03,3.737660775926295997e+01
1.308000000000000000e+03,4.009401754854127375e+01
1.310000000000000000e+03,4.357185053467336644e+01
1.312000000000000000e+03,4.759256375069282541e+01
1.314000000000000000e+03,5.217921108812050335e+01
1.316000000000000000e+03,5.723205772610786113e+01
1.318000000000000000e+03,6.228324407515747652e+01
1.320000000000000000e+03,6.678379945071947077e+01
1.322000000000000000e+03,7.060755896189944281e+01
1.324000000000000000e+03,7.410018784347654730e+01
1.326000000000000000e+03,7.752219983792207358e+01
1.328000000000000000e+03,8.053759586023682004e+01
1.330000000000000000e+03,8.240751604791186935e+01
1.332000000000000000e+03,8.269876744971905680e+01
1.334000000000000000e+03,8.162499063511796749e+01
1.336000000000000000e+03,7.963914853269932337e+01
1.338000000000000000e+03,7.691693195357578361e+01
1.340000000000000000e+03,7.340252142190362861e+01
1.342000000000000000e+03,6.916054023431571807e+01
1.344000000000000000e+03,6.443623079642766527e+01
1.346000000000000000e+03,5.938093164410463487e+01
1.348000000000000000e+03,5.389287851277485686e+01
1.350000000000000000e+03,4.776294654237452164e+01
1.352000000000000000e+03,4.094270737372082181e+01
1.354000000000000000e+03,3.376328998381658408e+01
1.356000000000000000e+03,2.691803120932613069e+01
1.358000000000000000e+03,2.107129560169688531e+01
1.360000000000000000e+03,1.641524471524902751e+01
1.362000000000000000e+03,1.268056664473783535e+01
1.364000000000000000e+03,9.552565081097188937e+00
1.366000000000000000e+03,6.949791560057610340e+00
1.368000000000000000e+03,4.929659026212346973e+00
1.370000000000000000e+03,3.476689658113427672e+00
1.372000000000000000e+03,2.452784048713429144e+00
1.374000000000000000e+03,1.696058891390856527e+00
1.376000000000000000e+03,1.117408400058594875e+00
1.378000000000000000e+03,6.935161258573891985e-01
1.380000000000000000e+03,3.820014113225553842e-01
1.382000000000000000e+03,7.281966315822963054e-02
1.384000000000000000e+03,0.000000000000000000e+00
1.386000000000000000e+03,0.000000000000000000e+00
1.388000000000000000e+03,0.000000000000000000e+00
1.390000000000000000e+03,0.000000000000000000e+00
1.392000000000000000e+03,0.000000000000000000e+00
1.394000000000000000e+03,0.000000000000000000e+00
1.396000000000000000e+03,0.000000000000000000e+00
1.398000000000000000e+03,0.000000000000000000e+00
1.400000000000000000e+03,0.000000000000000000e+00
1.402000000000000000e+03,0.000000000000000000e+00
1.404000000000000000e+03,0.000000000000000000e+00
1.406000000000000000e+03,0.000000000000000000e+00
1.408000000000000000e+03,0.000000000000000000e+00
1.410000000000000000e+03,0.000000000000000000e+00
1.412000000000000000e+03,0.000000000000000000e+00
1.414000000000000000e+03,0.000000000000000000e+00
1.416000000000000000e+03,2.458809089262387060e-02
1.418000000000000000e+03,1.311593853621518535e-01
1.420000000000000000e+03,2.057676165138623281e-01
1.422000000000000000e+03,2.788557805182194094e-01
1.424000000000000000e+03,3.700794314015803943e-01
1.426000000000000000e+03,4.805196703703845107e-01
1.428000000000000000e+03,6.023396463551784485e-01
1.430000000000000000e+03,7.286369034185107285e-01
1.432000000000000000e+03,8.560650258153187364e-01
1.434000000000000000e+03,9.835284439746779794e-01
1.436000000000000000e+03,1.110803582424846558e+00
1.438000000000000000e+03,1.237835454081250397e+00
1.440000000000000000e+03,1.364635878210141318e+00
1.442000000000000000e+03,1.491216550294225840e+00
1.444000000000000000e+03,1.617589029352623164e+00
1.446000000000000000e+03,1.743764725282797245e+00
1.448000000000000000e+03,1.869754886223309098e+00
1.450000000000000000e+03,1.995637503358062448e+00
1.452000000000000000e+03,2.121659067611867400e+00
1.454000000000000000e+03,2.249004867328438184e+00
1.456000000000000000e+03,2.381279584067319988e+00
1.458000000000000000e+03,2.526515853703141357e+00
1.460000000000000000e+03,2.696065269753738836e+00
1.462000000000000000e+03,2.896254731008955030e+00
1.464000000000000000e+03,3.117581962538508389e+00
1.466000000000000000e+03,3.335509590055529827e+00
1.468000000000000000e+03,3.530138658507022242e+00
1.470000000000000000e+03,3.705742099797321387e+00
1.472000000000000000e+03,3.883846132547942975e+00
1.474000000000000000e+03,4.073641021907354443e+00
1.476000000000000000e+03,4.258940582288190946e+00
1.478000000000000000e+03,4.425730542309876725e+00
1.480000000000000000e+03,4.591907285713499043e+00
1.482000000000000000e+03,4.790930167181819854e+00
1.484000000000000000e+03,5.030625337440778111e+00
1.486000000000000000e+03,5.282474158424310673e+00
1.488000000000000000e+03,5.505652799811032949e+00
1.490000000000000000e+03,5.672291005988262746e+00
1.492000000000000000e+03,5.787012432148816998e+00
1.494000000000000000e+03,5.899398600558096284e+00
1.496000000000000000e+03,6.078163120549506360e+00
1.498000000000000000e+03,6.351543129272426924e+00
1.500000000000000000e+03,6.680320390260835239e+00
